id,filename,registry_id,word_registry_fk,word,part_number,total_parts,is_split,schema_version,phase,produced_date,source_file,translation_used,specification,revision_note,source_list,category,testament_coverage,root_families_in_prior_parts,last_changed
1,WA-001-abomination-data-2026-03-07.json,001,1,abomination,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-07,Word_Abomination.md,ESV,Session A Instruction v4,,Missing Inner Being Words,Moral/Conscience,both,,2026-03-16 11:32:38
2,WA-002-agony-data-2026-03-08.json,002,2,agony,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-08,Word_Agony.md,ESV,Session A Instruction v4,,Missing Inner Being Words,Affective/Emotional,both,,2026-03-16 11:32:38
3,WA-003-ambition-data-2026-03-07.json,003,3,ambition,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-07,Word_Ambition.md,ESV,Session A Instruction v4,,Low Confidence / Inferred,,NT_only,,2026-03-16 11:32:38
4,WA-004-anger-data-2026-03-08.json,004,4,anger,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-08,Word_anger.md,ESV,Session A Instruction v4,,High Confidence,,both,,2026-03-16 11:32:38
5,WA-005-anguish-data-2026-03-08 (2).json,005,5,anguish,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-08,word_anguish.md,ESV,Session A Instruction v4,,Missing Inner Being Words,Affective/Emotional,both,,2026-03-16 11:32:38
6,WA-006-anointing-data-2026-03-08.json,006,6,anointing,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-08,Word_annointing.md,ESV,Session A Instruction v4,,Missing Inner Being Words,Spiritual/God-ward,both,,2026-03-16 11:32:38
7,WA-007-anxiety-data-2026-03-12.json,007,7,anxiety,,,0,2.3,Phase 1 --- STEP Data Assimilation,2026-03-12,word_anxiety.md,ESV,Session A Instruction v6,,High Confidence,,both,,2026-03-16 11:32:38
8,WA-026-conscience-data-2026-03-14.json,026,26,conscience,,,0,2.3,Phase 1 --- STEP Data Assimilation,2026-03-14,word_conscience.md,ESV,Session A Instruction v7,,Missing Inner Being Words,Identity/Selfhood,both,,2026-03-16 11:32:38
9,WA-043-desire-data-part1-2026-03-14.json,043,43,desire,1,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-14,word_desire_Part1.md,ESV,Session A Instruction v7,Part 1: na.sa (H5375O) and da.var (H1697H) have no verse records by researcher decision. Phase 2 note recorded in data_quality_flags for both terms.,High Confidence,,OT_only,,2026-03-16 11:32:38
10,WA-043-desire-data-part2-2026-03-14.json,043,43,desire,2,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-14,word_desire_Part2.md,ESV,Session A Instruction v7,Part 1: na.sa (H5375O) and da.var (H1697H) have no verse records by researcher decision. Phase 2 note recorded in data_quality_flags for both terms.,High Confidence,,NT_only,"[""RATSON"", ""CHAMAD"", ""AVAH"", ""CHASHAQ"", ""CHAPHETS"", ""HAVAH"", ""TESHUQAH"", ""AGAV"", ""AVI"", ""SHA-AL"", ""BACHAR"", ""KASAPH"", ""SHA-APH"", ""AHEV"", ""BAQASH"", ""CHAMAL"", ""TSEVA"", ""DAVAR"", ""YARASH"", ""NASA"", ""BEA""]",2026-03-16 11:32:38
11,WA-056-envy-data-2026-03-12.json,056,56,envy,,,0,2.3,Phase 1 — STEP Data Assimilation,2026-03-12,word_envy.md,ESV,Session A Instruction v6,,High Confidence,,both,,2026-03-16 11:32:38
12,WA-061-fear-data-part1-2026-03-11.json,061,61,fear,1,3,1,2.3,Phase 1 - STEP Data Assimilation,2026-03-11,word_fear.md,ESV,Session A Instruction v6,,High Confidence,,NT_only,,2026-03-16 11:32:38
13,WA-061-fear-data-part2-2026-03-11.json,061,61,fear,2,3,1,2.3,Phase 1 - STEP Data Assimilation,2026-03-11,word_fear.md,ESV,Session A Instruction v6,,High Confidence,,OT_only,"[""FOBOS"", ""SEBO"", ""DEILIA"", ""PTOE"", ""EULABEIA"", ""TROMOS""]",2026-03-16 11:32:38
14,WA-061-fear-data-part3-2026-03-11.json,061,61,fear,3,3,1,2.3,Phase 1 - STEP Data Assimilation,2026-03-11,word_fear.md,ESV,Session A Instruction v6,,High Confidence,,OT_only,"[""FOBOS"", ""SEBO"", ""DEILIA"", ""PTOE"", ""EULABEIA"", ""TROMOS"", ""DA.AG"", ""PA.CHAD"", ""GUR"", ""YA.RE"", ""YA.GOR"", ""E.MAH"", ""CHA.TAT"", ""ZA.CHAL""]",2026-03-16 11:32:38
15,WA-071-grief-data-part1-2026-03-08-updated.json,071,71,grief,1,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-08,Word_grief_Part1.md,ESV,Session A Instruction v5,,High Confidence,,OT_only,,2026-03-16 11:32:38
16,WA-071-grief-data-part2-2026-03-08-updated.json,071,71,grief,2,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-08,Word_grief_Part2.md,ESV,Session A Instruction v5,,High Confidence,,OT_only,"[""ONI"", ""QADAR"", ""CHALAH"", ""MAR"", ""RAAH"", ""AMEL"", ""AVL""]",2026-03-16 11:32:38
17,WA-071-grief-data-part3-2026-03-08-updated.json,071,71,grief,3,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-08,Word_grief_Part3.md,ESV,Session A Instruction v5,,High Confidence,,both,"[""ONI"", ""QADAR"", ""CHALAH"", ""MAR"", ""RAAH"", ""AMEL"", ""AVL"", ""ATSAV"", ""YGN"", ""YGH"", ""KAV"", ""KAS""]",2026-03-16 11:32:38
18,WA-073-guilt-data-2026-03-08.json,073,73,guilt,,,0,2.3,Phase 1 — STEP Data Assimilation,2026-03-08,word_guilt.md,ESV,Session A Instruction v5,,High Confidence,,both,,2026-03-16 11:32:38
19,WA-078-hope-data-part1-2026-03-13.json,078,78,hope,1,2,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-13,word_hope_Part1.md,ESV,Session A Instruction v7,,High Confidence,,OT,,2026-03-16 11:32:38
20,WA-078-hope-data-part2-2026-03-13.json,078,78,hope,2,2,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-13,word_hope_Part2.md,ESV,Session A Instruction v7,,High Confidence,,NT,"[""QAVAH"", ""BATACH"", ""YACHAL"", ""NAVAT"", ""SAVAR"", ""KESEL"", ""CHASAH"", ""YAASH"", ""SHALAH""]",2026-03-16 11:32:38
21,WA-080-humility-data-2026-03-08.json,080,80,humility,,,0,2.3,Phase 1 — STEP Data Assimilation,2026-03-08,word_humility.md,ESV,Session A Instruction v5,,High Confidence,,both,,2026-03-16 11:32:38
22,WA-103-love-data-part1-2026-03-15.json,103,103,love,1,3,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_love_Part1.md,ESV,Session A Instruction v7,,High Confidence,,OT_only,,2026-03-16 11:32:38
23,WA-103-love-data-part2-2026-03-15.json,103,103,love,2,3,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_love_Part2.md,ESV,Session A Instruction v7,,High Confidence,,OT_only,"[""AHAV"", ""DOD"", ""YADID"", ""CHESED""]",2026-03-16 11:32:38
24,WA-103-love-data-part3-2026-03-15.json,103,103,love,3,3,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_love_Part3.md,ESV,Session A Instruction v7,,High Confidence,,NT_only,"[""AHAV"", ""DOD"", ""YADID"", ""CHESED"", ""RACHAM"", ""NAA"", ""TOV"", ""AGAV""]",2026-03-16 11:32:38
25,WA-116-patience-data-2026-03-09.json,116,116,patience,,,0,2.2,Phase 1 — STEP Data Assimilation,2026-03-09,word_patient.md,ESV,Session A Instruction v4,,High Confidence,,both,,2026-03-16 11:32:38
26,WA-123-pride-data-2026-03-09.json,123,123,pride,,,0,2.3,Phase 1 — STEP Data Assimilation,2026-03-09,word_pride.md,ESV,Session A Instruction v5,,High Confidence,,both,,2026-03-16 11:32:38
27,WA-135-repentance-data-2026-03-14.json,135,135,repentance,,,0,2.3,Phase 1 --- STEP Data Assimilation,2026-03-14,word_repentance.md,ESV,Session A Instruction v7,Shuv (H7725J) verse set: source file states 966 verses returned. Full verse list spans Gen-Mal. All repentance-context and structurally significant verses recorded. High-coverage sample across all sub-gloss senses.,High Confidence,,both,,2026-03-16 11:32:38
28,WA-146-shame-data-part1-2026-03-12.json,146,146,shame,1,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-12,word_shame_part1.md,ESV,Session A Instruction v6,,High Confidence,,both,,2026-03-16 11:32:38
29,WA-146-shame-data-part2-2026-03-12.json,146,146,shame,2,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-12,word_shame_part2.md,ESV,Session A Instruction v6,,High Confidence,,both,"[""BOSH"", ""CHAPHER"", ""KALAM"", ""BUZ"", ""SHIMTSAH"", ""QALON"", ""AISCH"", ""ATIM""]",2026-03-16 11:32:38
30,WA-146-shame-data-part3-2026-03-12.json,146,146,shame,3,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-12,word_shame_part3.md,ESV,Session A Instruction v6,,High Confidence,,both,"[""BOSH"", ""CHAPHER"", ""KALAM"", ""BUZ"", ""SHIMTSAH"", ""QALON"", ""AISCH"", ""ATIM"", ""CHARAPH"", ""ENTROP""]",2026-03-16 11:32:38
31,WA-154-sorrow-data-part1-2026-03-10.json,154,154,sorrow,1,2,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-10,word_sorrow.md,ESV,Session A Instruction v5,,High Confidence,,both,,2026-03-16 11:32:38
32,WA-154-sorrow-data-part2-2026-03-10.json,154,154,sorrow,2,2,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-10,word_sorrow.md,ESV,Session A Instruction v5,,High Confidence,,both,"[""CHIL"", ""DA.AG"", ""GAN"", ""DA'AV"", ""RA"", ""AVEN"", ""KBD"", ""LUPE"", ""ODIN"", ""ANAH"", ""AVAL""]",2026-03-16 11:32:38
33,WA-174-wisdom-data-part1-2026-03-15.json,174,174,wisdom,1,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_wisdom_Part1.md,ESV,Session A Instruction v7,,High Confidence,,OT_only,,2026-03-16 11:32:38
34,WA-174-wisdom-data-part2-2026-03-15.json,174,174,wisdom,2,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_wisdom_Part2.md,ESV,Session A Instruction v7,,High Confidence,,NT_only,"[""SAKHAL"", ""CHAKHAM"", ""BIYN""]",2026-03-16 11:32:38
35,WA-178-wrath-data-2026-03-10.json,178,178,wrath,,,0,2.3,Phase 1 — STEP Data Assimilation,2026-03-10,word_wrath_1.md,ESV,Session A Instruction v6,,Missing Inner Being Words,Affective/Emotional,both,,2026-03-16 11:32:38
36,WA-182-soul-data-2026-03-14.json,182,182,soul,,,0,2.3,Phase 1 --- STEP Data Assimilation,2026-03-14,word_soul.md,ESV,Session A Instruction v7,,High Confidence,,both,,2026-03-16 11:32:38
37,WA-183-heart-data-part1-2026-03-15.json,183,183,heart,1,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_heart_Part1.md,ESV,Session A Instruction v7,,High Confidence,,OT_only,,2026-03-16 11:32:38
38,WA-183-heart-data-part2-2026-03-15.json,183,183,heart,2,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_heart_Part2.md,ESV,Session A Instruction v7,,High Confidence,,NT_only,"[""KA.AH"", ""CHEQ"", ""QEREV"", ""LEV""]",2026-03-16 11:32:38
39,WA-184-spirit-data-2026-03-15.json,184,184,spirit,,,0,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_spirit.md,ESV,Session A Instruction v7,,High Confidence,,both,,2026-03-16 11:32:38
40,WA-185-flesh-data-part1-2026-03-15.json,185,185,flesh,1,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_flesh_Part1.md,ESV,Session A Instruction v7,,High Confidence,,OT_only,,2026-03-16 11:32:38
41,WA-185-flesh-data-part2-2026-03-15.json,185,185,flesh,2,2,1,2.3,Phase 1 --- STEP Data Assimilation,2026-03-15,word_flesh_Part2.md,ESV,Session A Instruction v7,,High Confidence,,NT_only,"[""PIMAH"", ""BASAR"", ""SHEER"", ""LEKHUM"", ""YATSA"", ""SHOR""]",2026-03-16 11:32:38
42,02-wa-097-joy-data-part1-patch-20260317-v1.json,097,97,joy,1,3,1,2.2,Phase2,2026-03-17,word_joy_Part1.md,ESV,Session A Instruction v8,,High Confidence,Emotion/Joy,OT,,2026-03-17 10:17:57
43,03-wa-097-joy-data-part2-patch-20260317-v1.json,097,97,joy,2,3,1,2.2,Phase2,2026-03-17,word_joy_Part2.md,ESV,Session A Instruction v8,,High Confidence,Emotion/Joy,OT,"SIMCHAH_ROOT, SASOWN_ROOT, GIL_ROOT, CHEDVAH_ROOT, SALAD_ROOT",2026-03-17 10:17:57
44,04-wa-097-joy-data-part3-patch-20260317-v1.json,097,97,joy,3,3,1,2.2,Phase2,2026-03-17,word_joy_Part3.md,ESV,Session A Instruction v8,,High Confidence,Emotion/Joy,NT,"SIMCHAH_ROOT, SASOWN_ROOT, GIL_ROOT, CHEDVAH_ROOT, SALAD_ROOT, RANAN_ROOT, MAVLIGIT_ROOT, HEDAD_ROOT, TSAVACH_ROOT",2026-03-17 10:17:57
45,02-wa-051-distress-data-part1-patch-20260317-v1.json,051,51,distress,1,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-17,Word_distress_part_1.md,ESV,Session A Instruction v8,Corrective patch — Phase 2 data previously absent despite mti_terms being populated,See word_confidence_split,,OT_only,,2026-03-17 11:07:24
46,03-wa-051-distress-data-part2-patch-20260317-v1.json,051,51,distress,2,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-17,Word_Distress_Part_2.md,ESV,Session A Instruction v8,Corrective patch — Phase 2 data previously absent despite mti_terms being populated,See word_confidence_split,,OT_only,"[""ADEMONEO"", ""THAMBEO"", ""BAASH"", ""TSARAR"", ""ARAMAIC_KRA"", ""AQH"", ""PID"", ""TSUQ"", ""BATSAR"", ""RAAH""]",2026-03-17 11:07:24
47,04-wa-051-distress-data-part3-patch-20260317-v1.json,051,51,distress,3,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-17,Word_Distress_-_Part_3.md,ESV,Session A Instruction v8,Corrective patch — Phase 2 data previously absent despite mti_terms being populated,See word_confidence_split,,both,"[""ADEMONEO"", ""THAMBEO"", ""BAASH"", ""TSARAR"", ""ARAMAIC_KRA"", ""AQH"", ""PID"", ""TSUQ"", ""BATSAR"", ""RAAH"", ""ANANKĒ"", ""STENOS"", ""AVEN"", ""ZAAQ"", ""KAV"", ""TSAVACH"", ""RIV""]",2026-03-17 11:07:24
48,01-wa-117-peace-data-part1-20260317-v1.json,117,117,peace,1,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-17,word_peace_Part1.md,ESV,Session A Instruction v8,,Missing Inner Being Words,,OT_only,,2026-03-17 11:34:07
49,02-wa-117-peace-data-part2-20260317-v1.json,117,117,peace,2,3,1,2.3,Phase 1 — STEP Data Assimilation,2026-03-17,word_peace_Part2.md,ESV,Session A Instruction v8,,Missing Inner Being Words,,NT_only,"SHALOM_ROOT, SHA_LEV_ROOT, CHA_RESH_ROOT, CHA_SHAH_ROOT, BERAKAH_ROOT, SHE_LAM_ROOT, SHE_LEM_ROOT, SHA_ANAN_ROOT, SHA_LAM_ROOT, GEMAR_ROOT, CHA_RASH_ROOT, SHA_QAT_ROOT, NUACH_ROOT, RAGA_ROOT, HAS_ROOT",2026-03-17 11:34:07
50,03-wa-117-peace-data-part3-20260317-v1.json,117,117,peace,3,3,1,2.3,Phase 1 — Theological Anchor Extraction,2026-03-17,word_peace_Part3.md,ESV,Session A Instruction v8,,Missing Inner Being Words,,OT_only,"SHALOM_ROOT, SHA_LEV_ROOT, CHA_RESH_ROOT, CHA_SHAH_ROOT, BERAKAH_ROOT, SHE_LAM_ROOT, SHE_LEM_ROOT, SHA_ANAN_ROOT, SHA_LAM_ROOT, GEMAR_ROOT, CHA_RASH_ROOT, SHA_QAT_ROOT, NUACH_ROOT, RAGA_ROOT, HAS_ROOT, EIRENEUŌ_ROOT, SIŌPAŌ_ROOT, HĒSUCHAZŌ_ROOT, SIGAŌ_ROOT, EIRĒNĒ_ROOT, EIRĒNIKOS_ROOT, ĒREMOS_ROOT, ANESIS_ROOT, EIRĒNOPOIEŌ_ROOT, PHIMOŌ_ROOT",2026-03-17 11:34:07
51,WA-186-gladness-data-20260317.json,186,186,gladness,,,0,v2.2,Phase 2,2026-03-17,word_gladness.md,ESV,Session A v8,,High Confidence,Affective/Emotional,OT+NT,,2026-03-17 15:25:38
52,02-wa-187-strength-data-part1-patch-20260317-v1.json,187,187,strength,1,3,1,2.2,phase2,2026-03-17,word_strength_Part1.md,ESV,Session A Instruction v8,,High Confidence,Volitional/Capacity,OT,,2026-03-18 04:35:05
53,03-wa-187-strength-data-part2-patch-20260317-v1.json,187,187,strength,2,3,1,2.2,phase2,2026-03-17,word_strength_Part2.md,ESV,Session A Instruction v8,,High Confidence,Volitional/Capacity,OT,"ATSAM_ROOT, EYAL_ROOT, GADAL_ROOT, GBUR_ROOT, KOACH_ROOT, MAZACH_ROOT, MEOD_ROOT, NTSB_ROOT, OZ_ROOT, TOAPHA_ROOT, TQPH_ROOT, TQUM_ROOT, TSUR_ROOT, YAD_ROOT, ZROA_ROOT",2026-03-18 04:35:05
54,04-wa-187-strength-data-part3-patch-20260317-v1.json,187,187,strength,3,3,1,2.2,phase2,2026-03-17,word_strength_Part3.md,ESV,Session A Instruction v8,,High Confidence,Volitional/Capacity,NT,"ALAL_ROOT, AMTS_ROOT, ATSAM_ROOT, CHALATS_ROOT, CHAYIL_ROOT, CHAZAQ_ROOT, CHOSEN_ROOT, DOVE_ROOT, ETAN_ROOT, EYAL_ROOT, GADAL_ROOT, GBUR_ROOT, KOACH_ROOT, MAZACH_ROOT, MEOD_ROOT, NTSB_ROOT, ON_ROOT, OZ_ROOT, TOAPHA_ROOT, TQPH_ROOT, TQUM_ROOT, TSUR_ROOT, UL_ROOT, YAD_ROOT, ZROA_ROOT",2026-03-18 04:35:05
55,RUN-20260318_134133-BULK_GAP_FILL,8,8,appetite,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
56,RUN-20260318_134133-BULK_GAP_FILL,9,9,assent,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
57,RUN-20260318_134133-BULK_GAP_FILL,10,10,awareness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
58,RUN-20260318_134133-BULK_GAP_FILL,11,11,awe,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
59,RUN-20260318_134133-BULK_GAP_FILL,12,12,betrayal,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
60,RUN-20260318_134133-BULK_GAP_FILL,13,13,bitterness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
61,RUN-20260318_134133-BULK_GAP_FILL,14,14,blamelessness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
62,RUN-20260318_134133-BULK_GAP_FILL,15,15,boastfulness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
63,RUN-20260318_134133-BULK_GAP_FILL,16,16,boldness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
64,RUN-20260318_134133-BULK_GAP_FILL,17,17,bondage,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
65,RUN-20260318_134133-BULK_GAP_FILL,18,18,brokenness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
66,RUN-20260318_134133-BULK_GAP_FILL,19,19,calling,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
67,RUN-20260318_134133-BULK_GAP_FILL,20,20,character,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
68,RUN-20260318_134133-BULK_GAP_FILL,21,21,commitment,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
69,RUN-20260318_134133-BULK_GAP_FILL,22,22,communion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
70,RUN-20260318_134133-BULK_GAP_FILL,23,23,compassion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:33
71,RUN-20260318_134133-BULK_GAP_FILL,24,24,condemnation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
72,RUN-20260318_134133-BULK_GAP_FILL,25,25,conformity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
73,RUN-20260318_134133-BULK_GAP_FILL,27,27,consciousness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
74,RUN-20260318_134133-BULK_GAP_FILL,28,28,consecration,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
75,RUN-20260318_134133-BULK_GAP_FILL,29,29,contentment,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
76,RUN-20260318_134133-BULK_GAP_FILL,30,30,contrition,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
77,RUN-20260318_134133-BULK_GAP_FILL,31,31,corruption,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
78,RUN-20260318_134133-BULK_GAP_FILL,32,32,counsel,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
79,RUN-20260318_134133-BULK_GAP_FILL,33,33,courage,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
80,RUN-20260318_134133-BULK_GAP_FILL,34,34,covenant,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:34
81,RUN-20260318_134133-BULK_GAP_FILL,35,35,covetousness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
82,RUN-20260318_134133-BULK_GAP_FILL,36,36,cowardice,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
83,RUN-20260318_134133-BULK_GAP_FILL,37,37,darkening,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
84,RUN-20260318_134133-BULK_GAP_FILL,38,38,deadness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
85,RUN-20260318_134133-BULK_GAP_FILL,39,39,debauchery,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
86,RUN-20260318_134133-BULK_GAP_FILL,40,40,deceit,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
87,RUN-20260318_134133-BULK_GAP_FILL,41,41,defilement,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
88,RUN-20260318_134133-BULK_GAP_FILL,42,42,delight,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
89,RUN-20260318_134133-BULK_GAP_FILL,44,44,despair,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
90,RUN-20260318_134133-BULK_GAP_FILL,45,45,determination,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
91,RUN-20260318_134133-BULK_GAP_FILL,46,46,devotion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
92,RUN-20260318_134133-BULK_GAP_FILL,47,47,dignity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
93,RUN-20260318_134133-BULK_GAP_FILL,48,48,diligence,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
94,RUN-20260318_134133-BULK_GAP_FILL,49,49,discernment,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:35
95,RUN-20260318_134133-BULK_GAP_FILL,50,50,disobedience,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
