id,filename,registry_id,word_registry_fk,word,part_number,total_parts,is_split,schema_version,phase,produced_date,source_file,translation_used,specification,revision_note,source_list,category,testament_coverage,root_families_in_prior_parts,last_changed
96,RUN-20260318_134133-BULK_GAP_FILL,52,52,division,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
97,RUN-20260318_134133-BULK_GAP_FILL,53,53,dread,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
98,RUN-20260318_134133-BULK_GAP_FILL,54,54,emotion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
99,RUN-20260318_134133-BULK_GAP_FILL,55,55,endurance,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
100,RUN-20260318_134133-BULK_GAP_FILL,57,57,evil,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
101,RUN-20260318_134133-BULK_GAP_FILL,58,58,experience,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
102,RUN-20260318_134133-BULK_GAP_FILL,59,59,faith,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:36
103,RUN-20260318_134133-BULK_GAP_FILL,60,60,faithfulness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
104,RUN-20260318_134133-BULK_GAP_FILL,62,62,fellowship,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
105,RUN-20260318_134133-BULK_GAP_FILL,63,63,foolishness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
106,RUN-20260318_134133-BULK_GAP_FILL,64,64,forgiveness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
107,RUN-20260318_134133-BULK_GAP_FILL,65,65,generosity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
108,RUN-20260318_134133-BULK_GAP_FILL,66,66,gentleness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
109,RUN-20260318_134133-BULK_GAP_FILL,67,67,goodness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
110,RUN-20260318_134133-BULK_GAP_FILL,68,68,grace,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
111,RUN-20260318_134133-BULK_GAP_FILL,69,69,gratitude,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
112,RUN-20260318_134133-BULK_GAP_FILL,70,70,greed,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
113,RUN-20260318_134133-BULK_GAP_FILL,72,72,groaning,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:37
114,RUN-20260318_134133-BULK_GAP_FILL,74,74,hardness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
115,RUN-20260318_134133-BULK_GAP_FILL,75,75,hatred,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
116,RUN-20260318_134133-BULK_GAP_FILL,76,76,holiness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
117,RUN-20260318_134133-BULK_GAP_FILL,77,77,honesty,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
118,RUN-20260318_134133-BULK_GAP_FILL,79,79,hopelessness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
119,RUN-20260318_134133-BULK_GAP_FILL,81,81,hypocrisy,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
120,RUN-20260318_134133-BULK_GAP_FILL,82,82,identity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
121,RUN-20260318_134133-BULK_GAP_FILL,83,83,idolatry,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
122,RUN-20260318_134133-BULK_GAP_FILL,84,84,image of God,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
123,RUN-20260318_134133-BULK_GAP_FILL,85,85,imagination,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
124,RUN-20260318_134133-BULK_GAP_FILL,86,86,impurity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
125,RUN-20260318_134133-BULK_GAP_FILL,87,87,indignation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
126,RUN-20260318_134133-BULK_GAP_FILL,88,88,ingratitude,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
127,RUN-20260318_134133-BULK_GAP_FILL,89,89,iniquity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
128,RUN-20260318_134133-BULK_GAP_FILL,90,90,innocence,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
129,RUN-20260318_134133-BULK_GAP_FILL,91,91,insight,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:38
130,RUN-20260318_134133-BULK_GAP_FILL,92,92,integrity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
131,RUN-20260318_134133-BULK_GAP_FILL,93,93,intention,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
132,RUN-20260318_134133-BULK_GAP_FILL,94,94,intercession,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
133,RUN-20260318_134133-BULK_GAP_FILL,95,95,intuition,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
134,RUN-20260318_134133-BULK_GAP_FILL,96,96,jealousy,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
135,RUN-20260318_134133-BULK_GAP_FILL,98,98,justice,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
136,RUN-20260318_134133-BULK_GAP_FILL,99,99,kindness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
137,RUN-20260318_134133-BULK_GAP_FILL,100,100,knowledge,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:39
138,RUN-20260318_134133-BULK_GAP_FILL,101,101,laziness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
139,RUN-20260318_134133-BULK_GAP_FILL,102,102,longing,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
140,RUN-20260318_134133-BULK_GAP_FILL,104,104,loyalty,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
141,RUN-20260318_134133-BULK_GAP_FILL,105,105,lust,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
142,RUN-20260318_134133-BULK_GAP_FILL,106,106,manipulation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
143,RUN-20260318_134133-BULK_GAP_FILL,107,107,meaning,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
144,RUN-20260318_134133-BULK_GAP_FILL,108,108,meditation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
145,RUN-20260318_134133-BULK_GAP_FILL,109,109,meekness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
146,RUN-20260318_134133-BULK_GAP_FILL,110,110,memory,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
147,RUN-20260318_134133-BULK_GAP_FILL,111,111,mercy,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
148,RUN-20260318_134133-BULK_GAP_FILL,112,112,mind,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:40
149,RUN-20260318_134133-BULK_GAP_FILL,113,113,mourning,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
150,RUN-20260318_134133-BULK_GAP_FILL,114,114,obedience,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
151,RUN-20260318_134133-BULK_GAP_FILL,115,115,passion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
152,RUN-20260318_134133-BULK_GAP_FILL,118,118,personality,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
153,RUN-20260318_134133-BULK_GAP_FILL,119,119,personhood,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
154,RUN-20260318_134133-BULK_GAP_FILL,120,120,perverseness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
155,RUN-20260318_134133-BULK_GAP_FILL,121,121,praise,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:41
156,RUN-20260318_134133-BULK_GAP_FILL,122,122,prayer,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
157,RUN-20260318_134133-BULK_GAP_FILL,124,124,prophecy,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
158,RUN-20260318_134133-BULK_GAP_FILL,125,125,purity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
159,RUN-20260318_134133-BULK_GAP_FILL,126,126,purpose,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
160,RUN-20260318_134133-BULK_GAP_FILL,127,127,reasoning,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
161,RUN-20260318_134133-BULK_GAP_FILL,128,128,rebellion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
162,RUN-20260318_134133-BULK_GAP_FILL,129,129,recognition,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
163,RUN-20260318_134133-BULK_GAP_FILL,130,130,reconciliation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
164,RUN-20260318_134133-BULK_GAP_FILL,131,131,rejection,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
165,RUN-20260318_134133-BULK_GAP_FILL,132,132,rejoicing,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:42
166,RUN-20260318_134133-BULK_GAP_FILL,133,133,reliability,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
167,RUN-20260318_134133-BULK_GAP_FILL,134,134,renewal,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
168,RUN-20260318_134133-BULK_GAP_FILL,136,136,resentment,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
169,RUN-20260318_134133-BULK_GAP_FILL,137,137,resolve,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
170,RUN-20260318_134133-BULK_GAP_FILL,138,138,reverence,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
171,RUN-20260318_134133-BULK_GAP_FILL,139,139,righteousness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
172,RUN-20260318_134133-BULK_GAP_FILL,140,140,seeking,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
173,RUN-20260318_134133-BULK_GAP_FILL,141,141,self-awareness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
174,RUN-20260318_134133-BULK_GAP_FILL,142,142,self-control,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
175,RUN-20260318_134133-BULK_GAP_FILL,143,143,sensitivity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
176,RUN-20260318_134133-BULK_GAP_FILL,144,144,sensuality,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
177,RUN-20260318_134133-BULK_GAP_FILL,145,145,sexuality,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
178,RUN-20260318_134133-BULK_GAP_FILL,147,147,sin,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
179,RUN-20260318_134133-BULK_GAP_FILL,148,148,sincerity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:43
180,RUN-20260318_134133-BULK_GAP_FILL,149,149,slander,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
181,RUN-20260318_134133-BULK_GAP_FILL,150,150,sorcery,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
182,RUN-20260318_134133-BULK_GAP_FILL,152,152,strife,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
183,RUN-20260318_134133-BULK_GAP_FILL,153,153,stubbornness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
184,RUN-20260318_134133-BULK_GAP_FILL,155,155,submission,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
185,RUN-20260318_134133-BULK_GAP_FILL,156,156,surrender,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
186,RUN-20260318_134133-BULK_GAP_FILL,157,157,temptation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
187,RUN-20260318_134133-BULK_GAP_FILL,158,158,terror,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:44
188,RUN-20260318_134133-BULK_GAP_FILL,159,159,testimony,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:45
189,RUN-20260318_134133-BULK_GAP_FILL,160,160,thought,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:45
190,RUN-20260318_134133-BULK_GAP_FILL,161,161,transformation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:45
191,RUN-20260318_134133-BULK_GAP_FILL,162,162,transgression,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:45
192,RUN-20260318_134133-BULK_GAP_FILL,163,163,trust,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:45
193,RUN-20260318_134133-BULK_GAP_FILL,164,164,truthfulness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
194,RUN-20260318_134133-BULK_GAP_FILL,165,165,unbelief,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
195,RUN-20260318_134133-BULK_GAP_FILL,166,166,understanding,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
196,RUN-20260318_134133-BULK_GAP_FILL,167,167,unity,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
197,RUN-20260318_134133-BULK_GAP_FILL,168,168,uprightness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
198,RUN-20260318_134133-BULK_GAP_FILL,169,169,vulnerability,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
199,RUN-20260318_134133-BULK_GAP_FILL,170,170,weakness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
200,RUN-20260318_134133-BULK_GAP_FILL,171,171,whoredom,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
201,RUN-20260318_134133-BULK_GAP_FILL,172,172,wickedness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
202,RUN-20260318_134133-BULK_GAP_FILL,173,173,will,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:46
203,RUN-20260318_134133-BULK_GAP_FILL,175,175,wonder,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:47
204,RUN-20260318_134133-BULK_GAP_FILL,176,176,worship,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:47
205,RUN-20260318_134133-BULK_GAP_FILL,177,177,worth,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:47
206,RUN-20260318_134133-BULK_GAP_FILL,179,179,yearning,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:47
207,RUN-20260318_134133-BULK_GAP_FILL,180,180,yielding,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:47
208,RUN-20260318_134133-BULK_GAP_FILL,181,181,zeal,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,See word_confidence_split,,,,2026-03-18 13:41:47
209,RUN-20260318_134133-BULK_GAP_FILL,188,188,weeping,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:47
210,RUN-20260318_134133-BULK_GAP_FILL,189,189,malice,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:47
211,RUN-20260318_134133-BULK_GAP_FILL,190,190,contempt,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:47
212,RUN-20260318_134133-BULK_GAP_FILL,191,191,doubt,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
213,RUN-20260318_134133-BULK_GAP_FILL,192,192,comfort,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
214,RUN-20260318_134133-BULK_GAP_FILL,193,193,craving,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
215,RUN-20260318_134133-BULK_GAP_FILL,194,194,blessing,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
216,RUN-20260318_134133-BULK_GAP_FILL,195,195,spiritual powers,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
217,RUN-20260318_134133-BULK_GAP_FILL,196,196,power,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
218,RUN-20260318_134133-BULK_GAP_FILL,197,197,authority,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:48
219,RUN-20260318_134133-BULK_GAP_FILL,198,198,might,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:49
220,RUN-20260318_134133-BULK_GAP_FILL,199,199,dominion,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,High Confidence,,,,2026-03-18 13:41:49
221,RUN-20260318_134133-BULK_GAP_FILL,200,200,energy,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Medium Confidence,,,,2026-03-18 13:41:49
222,RUN-20260318_150513-NEW_WORD,201,201,image,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,both,,2026-03-18 15:05:13
223,RUN-20260318_150829-NEW_WORD,202,202,transformation,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,both,,2026-03-18 15:08:29
224,RUN-20260318_151236-NEW_WORD,203,203,treachery,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,NT_only,,2026-03-18 15:12:36
225,RUN-20260318_151313-NEW_WORD,204,204,name,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,both,,2026-03-18 15:13:15
226,RUN-20260318_151336-NEW_WORD,205,205,resentment,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,,,2026-03-18 15:13:36
227,RUN-20260318_151346-NEW_WORD,206,206,vulnerability,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,both,,2026-03-18 15:13:46
228,RUN-20260318_151929-NEW_WORD,207,207,blindness (spiritual),,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,NT_only,,2026-03-18 15:19:29
229,RUN-20260318_151940-NEW_WORD,208,208,sloth,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,both,,2026-03-18 15:19:41
230,RUN-20260318_152012-NEW_WORD,209,209,likeness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,NT_only,,2026-03-18 15:20:12
231,RUN-20260318_152056-NEW_WORD,210,210,deadness,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,both,,2026-03-18 15:20:57
232,RUN-20260318_152124-NEW_WORD,211,211,being,,,0,,Phase 1,2026-03-18,,ESV,Session A v9 Automation,,Session A v9 Gap Analysis,,,,2026-03-18 15:21:24
